Name;MP;Area;County;Electorate;CON;LAB;LIB;Reform;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Thornbury and Yate;Unknown (CON gain from LIB);10;Bristol area;78195;15227;4235;14212;13747;4017;0;0;1838;0.431;0.001;0.315;0.252;0.000;0.000;0.000;0.000
Thurrock;Unknown (Reform gain from LAB);9;Essex;73405;6838;7883;2318;12651;4864;0;2608;938;0.106;0.141;0.002;0.733;0.017;0.000;0.000;0.000
Tipton and Wednesbury;Unknown (Reform gain from LAB);7;Black Country;74100;6232;6103;2087;12957;3680;0;0;2782;0.098;0.059;0.000;0.835;0.006;0.000;0.000;0.001
Tiverton and Minehead;Unknown (Reform gain from LIB);10;Somerset;71843;12458;3666;12070;14826;3441;0;0;1986;0.298;0.000;0.249;0.452;0.001;0.000;0.000;0.000
Tonbridge;Tom Tugendhat;12;Kent;72799;20196;3291;2504;17263;4424;0;0;2185;0.554;0.005;0.004;0.420;0.016;0.000;0.000;0.000
Tooting;Rosena Allin-Khan;11;Wandsworth;76082;6987;16568;4207;6782;14698;0;2146;750;0.015;0.578;0.000;0.022;0.384;0.000;0.000;0.000
Torbay;Steve Darling;10;Devon;76179;4445;1050;20633;17374;1592;0;2895;0;0.054;0.001;0.589;0.355;0.001;0.000;0.000;0.000
Torridge and Tavistock;Unknown (Reform gain from CON);10;Devon;74727;15708;5097;6563;18426;2958;0;0;1936;0.330;0.005;0.040;0.624;0.000;0.000;0.000;0.000
Tottenham;Unknown (Green gain from LAB);11;Haringey;75906;2358;11974;2224;7075;14576;0;736;1687;0.000;0.305;0.000;0.025;0.668;0.000;0.000;0.001
Truro and Falmouth;Jayne Kirkham;10;Cornwall;73082;8459;12968;6375;12598;7312;0;0;1969;0.135;0.377;0.049;0.363;0.075;0.000;0.000;0.000
Tunbridge Wells;Mike Martin;12;Kent;78738;11949;4625;19185;12175;5907;0;0;1573;0.106;0.001;0.776;0.113;0.003;0.000;0.000;0.000
Twickenham;Munira Wilson;11;Richmond upon Thames;74980;7382;6090;20970;7300;9218;0;3459;0;0.015;0.007;0.924;0.014;0.039;0.000;0.000;0.000
Tynemouth;Alan Campbell;3;Newcastle area;73469;3251;22038;1503;15817;3574;0;0;2060;0.016;0.724;0.001;0.223;0.036;0.000;0.000;0.000
Uxbridge and South Ruislip;Unknown (CON gain from LAB);11;Hillingdon;74746;11968;8932;3669;10665;6279;0;0;1883;0.545;0.172;0.004;0.232;0.046;0.000;0.000;0.000
Vauxhall and Camberwell Green;Unknown (Green gain from LAB);11;Lambeth;69658;2684;12083;3019;6176;13623;0;0;1091;0.001;0.362;0.000;0.021;0.615;0.000;0.000;0.000
Wakefield and Rothwell;Unknown (Reform gain from LAB);5;West Yorkshire;75067;3189;14922;1666;15907;3347;0;1780;1093;0.021;0.340;0.002;0.608;0.029;0.000;0.000;0.000
Wallasey;Angela Eagle;4;Merseyside;74082;2657;18205;1590;13045;5274;0;2313;548;0.003;0.725;0.001;0.217;0.054;0.000;0.000;0.000
Walsall and Bloxwich;Unknown (Reform gain from LAB);7;Black Country;75968;5305;6871;2635;11752;5613;0;0;6310;0.051;0.117;0.003;0.692;0.045;0.000;0.000;0.091
Walthamstow;Unknown (Green gain from LAB);11;Waltham Forest;76338;2521;13399;2252;6339;15954;0;1799;1234;0.000;0.325;0.000;0.012;0.662;0.000;0.000;0.000
Warrington North;Unknown (Reform gain from LAB);4;Cheshire;70601;1842;16902;791;18402;1663;0;0;1826;0.007;0.350;0.001;0.631;0.010;0.000;0.000;0.000
Warrington South;Sarah Edith Hall;4;Cheshire;78399;8396;14963;4239;13658;6327;0;0;1579;0.127;0.487;0.006;0.338;0.041;0.000;0.000;0.000
Warwick and Leamington;Matt Western;7;Warwickshire;76294;8910;13112;5333;10790;11357;0;0;1810;0.106;0.438;0.010;0.185;0.261;0.000;0.000;0.000
Warwickshire North and Bedworth;Unknown (Reform gain from LAB);7;Warwickshire;69752;11151;7203;2460;17152;2911;0;0;1923;0.215;0.029;0.000;0.756;0.000;0.000;0.000;0.000
Washington and Gateshead South;Unknown (Reform gain from LAB);3;Newcastle area;70972;1419;15377;663;18186;1448;0;0;1933;0.000;0.298;0.000;0.695;0.006;0.000;0.000;0.000
Watford;Unknown (CON gain from LAB);9;Hertfordshire;73000;10175;7675;6842;7309;7299;0;4123;146;0.430;0.157;0.108;0.194;0.109;0.000;0.001;0.000
Waveney Valley;Adrian Ramsay;9;Suffolk;73056;3347;1148;1010;21587;22584;0;0;1802;0.022;0.000;0.000;0.422;0.555;0.000;0.000;0.000
Weald of Kent;Katie Jane Lotte Lam;12;Kent;75988;19945;4023;2607;19110;2868;0;0;2045;0.465;0.007;0.005;0.521;0.001;0.000;0.000;0.000
Wellingborough and Rushden;Unknown (Reform gain from LAB);8;Northamptonshire;77559;8105;9081;3959;14920;6351;0;0;977;0.099;0.142;0.002;0.738;0.019;0.000;0.000;0.000
Wells and Mendip Hills;Tessa Munt;10;Somerset;72051;9468;4055;16488;11418;4656;0;0;2490;0.080;0.005;0.763;0.149;0.002;0.000;0.000;0.000
Welwyn Hatfield;Unknown (CON gain from LAB);9;Hertfordshire;75259;16064;8559;3309;13357;5224;0;0;1700;0.578;0.114;0.002;0.299;0.007;0.000;0.000;0.000
West Bromwich;Unknown (Reform gain from LAB);7;Black Country;74026;4470;11006;1799;12100;3602;0;0;2763;0.067;0.363;0.002;0.528;0.037;0.000;0.000;0.001
West Ham and Beckton;Unknown (Green gain from LAB);11;Newham;78790;3411;8023;1696;6842;10062;0;5695;265;0.010;0.252;0.000;0.158;0.554;0.000;0.024;0.000
Westmorland and Lonsdale;Tim Farron;4;Cumbria;72029;7680;3946;21017;10357;5164;0;0;1487;0.010;0.001;0.953;0.034;0.001;0.000;0.000;0.000
Weston-super-Mare;Unknown (Reform gain from LAB);10;Bristol area;71396;8468;8275;5523;14046;5775;0;0;1504;0.157;0.099;0.029;0.696;0.018;0.000;0.000;0.000
Wetherby and Easingwold;Alec Shelbrooke;5;North Yorkshire;74334;17272;8950;4503;14430;5130;0;0;1601;0.557;0.116;0.005;0.312;0.008;0.000;0.000;0.000
Whitehaven and Workington;Unknown (Reform gain from LAB);4;Cumbria;73198;2383;17474;715;18116;1413;0;0;1401;0.011;0.441;0.000;0.544;0.004;0.000;0.000;0.000
Widnes and Halewood;Derek Twigg;4;Cheshire;71233;1185;18577;550;15000;1927;0;2785;0;0.000;0.647;0.000;0.343;0.009;0.000;0.000;0.000
Wigan;Unknown (Reform gain from LAB);4;Western Manchester;77537;1467;16739;691;19122;1675;0;0;3129;0.002;0.318;0.000;0.672;0.008;0.000;0.000;0.000
Wiltshire East;Danny Kruger;10;Wiltshire;73878;18601;4345;3940;15854;2338;0;0;1788;0.426;0.036;0.040;0.494;0.003;0.000;0.000;0.000
Wiltshire South West;Andrew Murrison;10;Wiltshire;72809;19139;3874;2978;16171;2338;0;0;2019;0.521;0.014;0.017;0.446;0.001;0.000;0.000;0.000
Wimbledon;Paul Christopher Kohler;11;Merton;76352;10779;8035;18025;6097;8608;0;1711;716;0.091;0.035;0.807;0.014;0.052;0.000;0.000;0.000
Winchester;Danny Chambers;12;Hampshire;78289;11931;3674;24281;10415;6755;0;0;1443;0.045;0.000;0.930;0.021;0.003;0.000;0.000;0.000
Windsor;Jack Rankin;12;Berkshire;73334;15911;4702;6351;12075;3699;0;922;1386;0.608;0.014;0.092;0.281;0.004;0.000;0.000;0.000
Wirral West;Matthew Patrick;4;Merseyside;72838;10059;15477;4962;9921;7506;0;0;1602;0.122;0.702;0.005;0.129;0.041;0.000;0.000;0.000
Witham;Unknown (Reform gain from CON);9;Essex;79072;19506;4382;2392;19721;2897;0;0;2315;0.361;0.020;0.002;0.614;0.002;0.000;0.000;0.000
Witney;Unknown (Reform gain from LIB);12;Oxfordshire;75448;13567;4436;13241;13638;4409;0;0;2220;0.363;0.006;0.315;0.311;0.004;0.000;0.000;0.000
Woking;Will Forster;12;Surrey;72977;10517;3446;19040;9385;5605;0;0;1180;0.071;0.000;0.883;0.043;0.002;0.000;0.000;0.000
Wokingham;Clive Jones;12;Berkshire;75082;19678;843;23313;5740;1477;0;0;1845;0.344;0.001;0.595;0.059;0.000;0.000;0.000;0.000
Wolverhampton North East;Unknown (Reform gain from LAB);7;Black Country;70715;6497;6872;2854;13832;4405;0;0;1357;0.067;0.070;0.000;0.854;0.009;0.000;0.000;0.000
Wolverhampton South East;Unknown (Reform gain from LAB);7;Black Country;77473;2869;11155;895;15048;2669;0;4714;0;0.010;0.178;0.000;0.802;0.007;0.000;0.001;0.000
Wolverhampton West;Warinder Juss;7;Black Country;77851;9574;10548;3386;10202;6434;0;1046;2085;0.248;0.376;0.005;0.310;0.059;0.000;0.000;0.001
Worcester;Unknown (Reform gain from LAB);7;Hereford and Worcestershire;74931;7917;10125;4716;13471;9380;0;0;2048;0.098;0.225;0.007;0.525;0.143;0.000;0.000;0.001
Worcestershire West;Unknown (Reform gain from CON);7;Hereford and Worcestershire;79242;13204;5670;10602;18559;5209;0;0;1554;0.294;0.003;0.058;0.642;0.002;0.000;0.000;0.000
Worsley and Eccles;Michael Wheeler;4;Central Manchester;78643;2074;18726;757;17115;2369;0;1568;1289;0.010;0.457;0.000;0.490;0.042;0.000;0.000;0.000
Worthing East and Shoreham;Tom Rutland;12;West Sussex;74738;6973;15793;3280;15131;4903;0;0;2297;0.128;0.443;0.008;0.394;0.026;0.000;0.000;0.000
Worthing West;Unknown (Reform gain from LAB);12;West Sussex;77038;12832;11406;3846;15096;5173;0;0;2199;0.352;0.155;0.005;0.482;0.005;0.000;0.000;0.000
Wrekin, The;Mark Pritchard;7;Shropshire;78942;20167;4611;2333;18421;2775;0;0;1963;0.486;0.023;0.001;0.488;0.001;0.000;0.000;0.000
Wycombe;Unknown (CON gain from LAB);12;Buckinghamshire;73846;9338;8943;5703;8164;7036;0;3284;1472;0.307;0.265;0.067;0.247;0.112;0.000;0.000;0.000
Wyre Forest;Unknown (Reform gain from CON);7;Hereford and Worcestershire;77394;14774;6149;2769;18208;2815;0;0;2707;0.310;0.038;0.001;0.647;0.002;0.000;0.000;0.001
Wythenshawe and Sale East;Mike Kane;4;Central Manchester;77765;4159;11492;2371;11135;9432;0;2274;577;0.006;0.466;0.001;0.338;0.188;0.000;0.000;0.000
Yeovil;Adam Dance;10;Somerset;79700;8363;3083;19179;13597;3869;0;0;2489;0.058;0.001;0.772;0.165;0.003;0.000;0.000;0.000
York Central;Rachael Maskell;5;North Yorkshire;79557;4262;14204;3218;10225;12732;0;0;1480;0.005;0.501;0.000;0.142;0.352;0.000;0.000;0.000
York Outer;Luke Charters;5;North Yorkshire;76228;11215;12002;8230;10890;7891;0;0;997;0.272;0.353;0.057;0.250;0.066;0.000;0.000;0.000
Aberafan Maesteg;Unknown (Reform gain from LAB);6;West Glamorgan;72580;1018;950;2527;14120;4496;13971;0;1380;0.001;0.021;0.001;0.540;0.010;0.427;0.000;0.000
Alyn and Deeside;Unknown (Reform gain from LAB);6;Clwyd;75790;5387;5884;3924;14782;4764;8592;0;1594;0.018;0.027;0.006;0.799;0.008;0.141;0.000;0.000
Bangor Aberconwy;Unknown (NAT gain from LAB);6;Clwyd;69023;2293;978;3811;12751;4622;16304;0;1088;0.015;0.009;0.004;0.257;0.013;0.701;0.000;0.000
Blaenau Gwent and Rhymney;Unknown (NAT gain from LAB);6;Gwent;70153;1936;3085;2426;8780;4804;11036;476;1303;0.005;0.059;0.006;0.294;0.037;0.598;0.000;0.000
Brecon, Radnor and Cwm Tawe;David Chadwick;6;Powys;73114;7553;3973;11235;10262;3756;7199;0;1117;0.097;0.009;0.450;0.349;0.006;0.088;0.000;0.000
Bridgend;Unknown (Reform gain from LAB);6;Mid Glamorgan;73152;2542;2029;3506;14901;4976;13282;0;1827;0.018;0.039;0.003;0.577;0.023;0.339;0.000;0.000
Caerfyrddin (Carmarthen);Ann Davies;6;Dyfed;74003;1633;569;3186;15359;3973;22086;962;721;0.001;0.000;0.000;0.185;0.000;0.813;0.000;0.000
Caerphilly;Unknown (NAT gain from LAB);6;Gwent;72643;1069;726;2897;13904;4809;16383;0;1261;0.000;0.001;0.000;0.354;0.004;0.640;0.000;0.000
Cardiff East;Unknown (NAT gain from LAB);6;South Glamorgan;72873;3283;5539;5517;7296;8705;9097;0;1133;0.014;0.064;0.053;0.182;0.311;0.374;0.000;0.000
Cardiff North;Unknown (NAT gain from LAB);6;South Glamorgan;71335;7226;8491;5190;7293;7627;8966;0;1203;0.127;0.220;0.033;0.166;0.161;0.293;0.000;0.000
Cardiff South and Penarth;Unknown (NAT gain from LAB);6;South Glamorgan;72613;3761;5917;3433;7060;9989;10852;0;1063;0.005;0.043;0.004;0.117;0.366;0.464;0.000;0.000
Cardiff West;Unknown (NAT gain from LAB);6;South Glamorgan;75473;4539;6101;3365;8881;7077;14707;0;1520;0.009;0.025;0.002;0.126;0.041;0.795;0.000;0.000
Ceredigion Preseli;Ben Lake;6;Dyfed;75690;1826;1186;5711;10772;4418;23681;1834;0;0.000;0.000;0.001;0.035;0.001;0.962;0.000;0.000
Clwyd East;Unknown (Reform gain from LAB);6;Clwyd;76637;8729;5734;5390;13338;4905;8776;0;875;0.120;0.019;0.017;0.681;0.017;0.144;0.000;0.000
Clwyd North;Unknown (Reform gain from LAB);6;Clwyd;75027;9526;4777;3268;12817;3344;6876;0;1058;0.221;0.010;0.002;0.686;0.006;0.074;0.000;0.000
Dwyfor Meirionnydd;Liz Saville Roberts;6;Gwynedd;73042;1021;390;2677;11765;3687;25377;0;1032;0.000;0.000;0.000;0.026;0.000;0.974;0.000;0.000
Gower;Unknown (Reform gain from LAB);6;West Glamorgan;76123;6300;7901;4508;11964;6058;9519;0;1527;0.048;0.117;0.013;0.507;0.052;0.261;0.000;0.001
Llanelli;Unknown (NAT gain from LAB);6;Dyfed;71536;1173;695;2723;16261;3842;16916;0;1422;0.001;0.000;0.000;0.459;0.000;0.539;0.000;0.000
Merthyr Tydfil and Aberdare;Unknown (Reform gain from LAB);6;Mid Glamorgan;74460;975;848;2495;13913;4501;13812;1179;749;0.000;0.009;0.001;0.552;0.008;0.430;0.000;0.000
Monmouthshire;Unknown (Reform gain from LAB);6;Gwent;74823;11492;7719;5105;12065;4480;5014;0;1115;0.378;0.082;0.012;0.489;0.013;0.024;0.000;0.000
Montgomeryshire and Glyndwr;Unknown (Reform gain from LAB);6;Powys;74039;5288;5052;6782;12784;4505;8799;0;1529;0.027;0.020;0.057;0.676;0.015;0.205;0.000;0.000
Neath and Swansea East;Unknown (Reform gain from LAB);6;West Glamorgan;76291;1262;921;3569;16356;5396;14717;0;1324;0.002;0.010;0.001;0.645;0.010;0.332;0.000;0.000
Newport East;Unknown (Reform gain from LAB);6;Gwent;76845;3475;3828;3361;12403;5538;9948;0;1768;0.022;0.046;0.012;0.600;0.044;0.273;0.000;0.001
Newport West and Islwyn;Unknown (Reform gain from LAB);6;Gwent;75781;3014;3026;3532;14459;5348;13101;0;1805;0.019;0.040;0.003;0.570;0.025;0.342;0.000;0.000
Pembrokeshire Mid and South;Unknown (Reform gain from LAB);6;Dyfed;79031;10810;5368;4078;14465;3495;6939;0;1195;0.226;0.018;0.003;0.703;0.002;0.047;0.000;0.000
Pontypridd;Unknown (NAT gain from LAB);6;Mid Glamorgan;75951;1171;942;2939;13752;5566;15468;0;1846;0.005;0.019;0.002;0.390;0.023;0.561;0.000;0.000
Rhondda and Ogmore;Unknown (NAT gain from LAB);6;Mid Glamorgan;74493;814;902;2247;14177;4788;14588;0;1310;0.000;0.006;0.000;0.507;0.007;0.479;0.000;0.000
Swansea West;Unknown (NAT gain from LAB);6;West Glamorgan;74236;2105;2741;4173;10534;6333;11342;0;1266;0.007;0.031;0.013;0.391;0.089;0.468;0.000;0.000
Torfaen;Unknown (Reform gain from LAB);6;Gwent;71738;2240;2023;2874;14221;4236;11387;0;1451;0.013;0.024;0.003;0.687;0.013;0.258;0.000;0.000
Vale of Glamorgan;Unknown (Reform gain from LAB);6;South Glamorgan;74374;8453;5652;5133;11563;5735;8495;0;999;0.164;0.032;0.019;0.565;0.035;0.184;0.000;0.000
Wrexham;Unknown (Reform gain from LAB);6;Clwyd;70269;6516;5251;4047;10451;4310;8397;0;1199;0.088;0.036;0.017;0.558;0.026;0.274;0.000;0.000
Ynys Mon (Anglesey);Llinos Medi;6;Gwynedd;53141;1826;361;2640;11175;2770;14401;0;487;0.003;0.000;0.000;0.259;0.000;0.737;0.000;0.000
Aberdeen North;Kirsty Blackman;2;Grampian;75925;4124;5549;1728;10927;2600;19203;0;1615;0.006;0.024;0.000;0.094;0.000;0.875;0.000;0.000
Aberdeen South;Stephen Flynn;2;Grampian;77328;10444;5870;2186;8839;2402;17693;0;1157;0.108;0.013;0.000;0.054;0.001;0.823;0.000;0.000
Aberdeenshire North and Moray East;Seamus Logan;2;Grampian;70058;15142;716;1210;5716;727;17303;0;380;0.309;0.000;0.000;0.046;0.000;0.645;0.000;0.000
Aberdeenshire West and Kincardine;Andrew Campbell Bowie;2;Grampian;72994;21386;768;1706;3619;1453;19555;0;672;0.559;0.000;0.001;0.024;0.000;0.416;0.000;0.000
Airdrie and Shotts;Unknown (NAT gain from LAB);2;Glasgow area;70199;1326;9602;548;9013;2753;13822;0;1749;0.000;0.178;0.000;0.113;0.001;0.707;0.000;0.000
Alloa and Grangemouth;Unknown (NAT gain from LAB);2;Central;70680;2386;9337;873;10301;3908;14630;499;1845;0.000;0.135;0.000;0.157;0.002;0.705;0.000;0.000
Angus and Perthshire Glens;Dave Doogan;2;Tayside;76668;17314;767;793;3392;1043;24204;0;953;0.170;0.000;0.000;0.004;0.000;0.826;0.000;0.000
Arbroath and Broughty Ferry;Stephen Patrick Gethins;2;Tayside;76149;6174;7896;1775;10320;1902;19158;0;1549;0.008;0.029;0.000;0.095;0.000;0.867;0.000;0.000
Argyll, Bute and South Lochaber;Brendan O'Hara;2;Argyll and Bute;71756;8264;4119;6241;7673;1195;17460;0;1150;0.061;0.002;0.011;0.046;0.000;0.880;0.000;0.000
Ayr, Carrick and Cumnock;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;70340;8346;7415;796;9089;2580;12833;0;1189;0.107;0.072;0.000;0.176;0.001;0.644;0.000;0.000
Ayrshire Central;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;69413;5252;9228;739;9767;3473;13753;0;1401;0.015;0.154;0.000;0.171;0.001;0.658;0.000;0.000
Ayrshire North and Arran;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;72176;5035;8572;758;9600;3475;15909;0;1318;0.007;0.087;0.000;0.096;0.000;0.810;0.000;0.000
Bathgate and Linlithgow;Unknown (NAT gain from LAB);2;Edinburgh area;72185;2402;10225;1644;10359;4222;14228;0;1554;0.003;0.194;0.000;0.167;0.004;0.631;0.000;0.000
Berwickshire, Roxburgh and Selkirk;John Lamont;2;Borders;76438;21793;775;903;3486;1631;17059;0;802;0.716;0.000;0.000;0.015;0.000;0.269;0.000;0.000
Caithness, Sutherland and Easter Ross;Jamie Stone;2;Highland;74627;523;305;25941;4153;1386;15410;0;783;0.000;0.000;0.892;0.007;0.000;0.100;0.000;0.000
Coatbridge and Bellshill;Unknown (NAT gain from LAB);2;Glasgow area;72667;1139;10014;527;8964;4221;16138;0;1568;0.000;0.130;0.000;0.060;0.001;0.808;0.000;0.000
Cowdenbeath and Kirkcaldy;Unknown (NAT gain from LAB);2;Fife;71845;2428;9671;1201;9691;4178;14056;0;1855;0.000;0.166;0.000;0.148;0.003;0.682;0.000;0.000
Cumbernauld and Kirkintilloch;Unknown (NAT gain from LAB);2;Glasgow area;70350;1539;9409;1000;9429;4394;17432;0;1156;0.000;0.083;0.000;0.067;0.001;0.849;0.000;0.000
Dumfries and Galloway;Unknown (NAT gain from CON);2;Dumfries and Galloway;78541;14434;4956;1350;8761;2165;16507;0;955;0.322;0.011;0.000;0.092;0.000;0.573;0.000;0.000
Dumfriesshire, Clydesdale and Tweeddale;David Mundell;2;Dumfries and Galloway;71900;17408;2559;1151;5658;2019;15665;0;811;0.569;0.005;0.000;0.064;0.000;0.361;0.000;0.000
Dunbartonshire Mid;Susan Murray;2;Glasgow area;73596;653;884;25891;4514;2166;16769;0;985;0.000;0.003;0.824;0.013;0.000;0.160;0.000;0.000
Dunbartonshire West;Unknown (NAT gain from LAB);2;Glasgow area;69074;1157;9556;630;8779;4289;15813;0;1380;0.000;0.122;0.000;0.058;0.003;0.817;0.000;0.000
Dundee Central;Chris Law;2;Tayside;74221;1256;7940;1869;8313;1843;18754;372;2005;0.000;0.035;0.000;0.028;0.000;0.936;0.000;0.000
Dunfermline and Dollar;Unknown (NAT gain from LAB);2;Fife;72824;2404;10126;2301;9627;4756;14362;0;1551;0.002;0.196;0.000;0.134;0.003;0.665;0.000;0.000
East Kilbride and Strathaven;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;76415;2684;11465;805;10762;5083;16574;0;1696;0.001;0.181;0.000;0.106;0.005;0.706;0.000;0.000
Edinburgh East and Musselburgh;Unknown (NAT gain from LAB);2;Edinburgh area;76188;2054;9749;1519;8929;7556;18532;0;1419;0.001;0.087;0.000;0.053;0.016;0.843;0.000;0.000
Edinburgh North and Leith;Unknown (NAT gain from LAB);2;Edinburgh area;78411;2684;11670;3169;10111;9095;18018;0;1866;0.001;0.180;0.001;0.081;0.049;0.687;0.000;0.000
Edinburgh South;Ian Murray;2;Edinburgh area;70839;2919;12590;1989;9705;7890;10296;0;2120;0.003;0.489;0.000;0.195;0.071;0.242;0.000;0.000
Edinburgh South West;Unknown (NAT gain from LAB);2;Edinburgh area;73784;4680;10075;2355;9354;6211;15854;0;1464;0.009;0.177;0.000;0.090;0.013;0.710;0.000;0.000
Edinburgh West;Christine Anne Jardine;2;Edinburgh area;76490;1002;1186;28028;4699;2011;12969;0;897;0.000;0.001;0.945;0.011;0.000;0.043;0.000;0.000
Falkirk;Unknown (NAT gain from LAB);2;Central;73584;2732;9541;833;10057;4249;16282;0;1824;0.000;0.099;0.000;0.109;0.001;0.790;0.000;0.000
Fife North East;Wendy Chamberlain;2;Fife;69762;474;287;26406;3371;1513;12809;0;390;0.000;0.002;0.951;0.004;0.000;0.043;0.000;0.000
Glasgow East;Unknown (NAT gain from LAB);2;Glasgow area;68988;1343;7889;669;7688;5024;14251;0;1241;0.000;0.083;0.000;0.077;0.008;0.831;0.000;0.000
Glasgow North;Unknown (NAT gain from LAB);2;Glasgow area;67579;1182;8108;955;7333;7056;14722;0;1367;0.000;0.092;0.000;0.049;0.031;0.828;0.000;0.000
Glasgow North East;Unknown (NAT gain from LAB);2;Glasgow area;72610;958;8029;458;7585;4864;13527;0;1524;0.000;0.115;0.000;0.072;0.010;0.803;0.000;0.000
Glasgow South;Unknown (NAT gain from LAB);2;Glasgow area;70219;1236;8655;971;7594;7956;15820;0;1584;0.000;0.081;0.000;0.050;0.053;0.815;0.000;0.000
Glasgow South West;Unknown (NAT gain from LAB);2;Glasgow area;68871;1106;7886;736;7548;5025;14819;0;1288;0.000;0.084;0.000;0.046;0.010;0.859;0.000;0.000
Glasgow West;Unknown (NAT gain from LAB);2;Glasgow area;69028;1375;9537;1018;8291;6598;15073;0;1340;0.000;0.153;0.000;0.063;0.025;0.758;0.000;0.000
Glenrothes and Mid Fife;Unknown (NAT gain from LAB);2;Fife;70655;1593;8413;1271;9388;2238;16193;0;1028;0.000;0.064;0.000;0.086;0.000;0.849;0.000;0.000
Gordon and Buchan;Harriet Cross;2;Grampian;69605;17799;452;2012;3220;769;17727;0;402;0.476;0.000;0.002;0.021;0.000;0.500;0.000;0.000
Hamilton and Clyde Valley;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;75480;3632;10836;1144;10294;3024;14380;0;1333;0.001;0.239;0.000;0.149;0.000;0.610;0.000;0.000
Inverclyde and Renfrewshire West;Unknown (NAT gain from LAB);2;Glasgow area;70124;2169;9669;944;8853;3833;15156;0;1760;0.000;0.155;0.000;0.081;0.002;0.761;0.000;0.000
Inverness, Skye and West Ross-shire;Angus MacDonald;2;Highland;77927;704;498;22002;4549;1959;20101;0;636;0.000;0.000;0.572;0.008;0.000;0.420;0.000;0.000
Kilmarnock and Loudoun;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;74628;2689;9714;645;10033;3893;16813;0;1402;0.000;0.090;0.000;0.092;0.001;0.817;0.000;0.000
Livingston;Unknown (NAT gain from LAB);2;Edinburgh area;78043;2640;9402;1536;10713;4128;17758;0;1457;0.001;0.076;0.000;0.110;0.001;0.812;0.000;0.000
Lothian East;Unknown (NAT gain from LAB);2;Edinburgh area;75456;4328;11960;1948;10805;5807;13010;0;1693;0.008;0.348;0.001;0.202;0.017;0.424;0.000;0.000
Midlothian;Unknown (NAT gain from LAB);2;Edinburgh area;73916;2447;10909;1931;10352;2999;16085;0;1426;0.000;0.166;0.000;0.106;0.000;0.727;0.000;0.000
Moray West, Nairn and Strathspey;Graham Leadbitter;2;Grampian;77072;17601;1347;1108;4277;1942;20952;0;856;0.286;0.002;0.000;0.029;0.000;0.683;0.000;0.000
Motherwell, Wishaw and Carluke;Unknown (NAT gain from LAB);2;Glasgow area;71777;1894;9858;634;9350;4076;14958;0;1374;0.000;0.135;0.000;0.113;0.001;0.749;0.000;0.000
Na h-Eileanan An Iar (Western Isles);Unknown (NAT gain from LAB);2;Western Isles;21235;480;3300;275;2793;911;3538;0;2359;0.000;0.324;0.000;0.156;0.000;0.442;0.000;0.077
Orkney and Shetland;Alistair Carmichael;2;Orkney and Shetland;34236;428;825;11109;3092;1522;4160;0;141;0.000;0.001;0.968;0.011;0.000;0.019;0.000;0.000
Paisley and Renfrewshire North;Unknown (NAT gain from LAB);2;Glasgow area;71103;2033;9819;1035;9607;4260;15910;0;1184;0.000;0.141;0.000;0.078;0.002;0.777;0.000;0.000
Paisley and Renfrewshire South;Unknown (NAT gain from LAB);2;Glasgow area;71574;1762;10153;1021;9619;4682;16211;0;1474;0.000;0.125;0.000;0.097;0.003;0.775;0.000;0.000
Perth and Kinross-shire;Pete Wishart;2;Tayside;77261;18894;1125;953;3692;1313;25751;0;1075;0.174;0.000;0.000;0.010;0.000;0.816;0.000;0.000
Renfrewshire East;Unknown (NAT gain from LAB);2;Glasgow area;73380;7270;11005;842;9836;4358;16192;0;2009;0.033;0.209;0.000;0.106;0.003;0.648;0.000;0.000
Rutherglen;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;72674;1843;10954;1277;9679;3056;15403;0;2126;0.000;0.218;0.000;0.102;0.001;0.678;0.000;0.001
Stirling and Strathallan;Unknown (NAT gain from LAB);2;Central;76284;8545;8613;1917;9924;4254;18487;0;1089;0.034;0.050;0.000;0.077;0.002;0.836;0.000;0.000
Antrim East;Sammy Wilson;1;Antrim;73302;9497;886;11479;10142;4102;2969;0;599;0.217;0.001;0.475;0.296;0.003;0.007;0.000;0.000
Antrim North;Jim Allister;1;Antrim;74697;3926;1650;11212;4474;11608;7690;0;624;0.008;0.001;0.420;0.013;0.446;0.111;0.000;0.000
Antrim South;Robin Swann;1;Antrim;77058;16333;1579;8816;4559;2671;8009;0;941;0.847;0.000;0.086;0.007;0.000;0.058;0.000;0.000
Belfast East;Gavin Robinson;1;Antrim;72917;1829;615;19902;17203;1902;0;0;1255;0.000;0.000;0.674;0.326;0.000;0.000;0.000;0.000
Belfast North;John Finucane;1;Antrim;74240;21;1404;12079;4260;2853;17651;0;2184;0.000;0.000;0.194;0.001;0.000;0.804;0.000;0.000
Belfast South and Mid Down;Claire Hanna;1;Antrim;74749;2672;21317;6874;8824;2200;0;0;1605;0.000;0.974;0.008;0.017;0.000;0.000;0.000;0.000
