Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;Winner;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Warrington South;Unknown (LAB gain from CON);4;Kent West;86015;0.36;0.18;0.1;0.2;0.14;0;0;0.01;CON;0.042;0.938;0;0.02;0;0;0;0
Warwick and Leamington;Matt Western;7;Lambeth and Wandsworth;76362;0.16;0.47;0.11;0.08;0.16;0;0;0.02;LAB;0.043;0.928;0.001;0.025;0.001;0;0;0
Warwickshire North;Unknown (LAB gain from CON);7;Devon South;70271;0.28;0.11;0.31;0.24;0.05;0;0;0.01;LIB;0.41;0.566;0;0.023;0;0;0;0
Washington and Sunderland West;Sharon Hodgson;3;Devon Central and East;66278;0.3;0.2;0.21;0.23;0.06;0;0;0.01;CON;0.003;0.981;0;0.015;0;0;0;0
Watford;Unknown (LAB gain from CON);9;Enfield and Haringey;83359;0.08;0.47;0.09;0.09;0.24;0;0;0.03;LAB;0.089;0.852;0.023;0.035;0;0;0;0
Waveney;Unknown (LAB gain from CON);9;Cornwall;82791;0.24;0.34;0.14;0.17;0.09;0;0;0.01;LAB;0.357;0.597;0.001;0.044;0;0;0;0
Wealden;Nus Ghani;12;Kent South;82992;0.26;0.16;0.34;0.16;0.07;0;0;0.01;LIB;0.694;0.121;0.096;0.086;0.003;0;0;0
Weaver Vale;Mike Amesbury;4;South West London;70551;0.17;0.18;0.44;0.11;0.1;0;0;0.01;LIB;0.025;0.961;0;0.014;0;0;0;0
Wellingborough;Unknown (LAB gain from CON);8;Tyne and Wear North;80765;0.19;0.4;0.08;0.21;0.1;0;0;0.02;LAB;0.333;0.634;0;0.033;0;0;0;0
Wells;Unknown (LIB gain from CON);10;Southall;84124;0.31;0.3;0.07;0.19;0.12;0;0;0.01;CON;0.268;0.011;0.698;0.022;0;0;0;0
Welwyn Hatfield;Unknown (LAB gain from CON);9;Lambeth and Wandsworth;74892;0.08;0.45;0.14;0.08;0.23;0;0;0.01;LAB;0.201;0.767;0.005;0.027;0;0;0;0
Wentworth and Dearne;John Healey;5;Wakefield and Dewsbury;74536;0.19;0.34;0.09;0.27;0.1;0;0;0.02;LAB;0.005;0.968;0;0.027;0;0;0;0
West Bromwich East;Unknown (LAB gain from CON);7;Wirral and Chester North;62046;0.14;0.44;0.08;0.21;0.12;0;0;0.01;LAB;0.018;0.975;0;0.007;0;0;0;0
West Bromwich West;Unknown (LAB gain from CON);7;Wolverhampton and Walsall;64517;0.22;0.3;0.06;0.26;0.1;0;0;0.06;LAB;0.026;0.961;0;0.012;0;0;0;0
West Ham;Lyn Brown;11;Lea Valley;97947;0.08;0.5;0.08;0.09;0.23;0;0;0.03;LAB;0;1;0;0;0;0;0;0
Westminster North;Karen Buck;11;Merseyside East and Warrington;65519;0.17;0.36;0.09;0.28;0.08;0;0;0.01;LAB;0.001;0.995;0;0.004;0;0;0;0
Westmorland and Lonsdale;Tim Farron;4;Merseyside East and Warrington;67789;0.22;0.37;0.1;0.21;0.08;0;0;0.01;LAB;0.035;0.002;0.944;0.018;0;0;0;0
Weston-Super-Mare;Unknown (LAB gain from CON);10;Warwickshire;82526;0.22;0.4;0.11;0.14;0.12;0;0;0.01;LAB;0.38;0.555;0.017;0.047;0;0;0;0
Wigan;Lisa Nandy;4;Warwickshire;75680;0.29;0.28;0.06;0.29;0.06;0;0;0.01;CON;0.005;0.981;0;0.014;0;0;0;0
Wiltshire North;James Gray;10;Tyne and Wear South;73280;0.15;0.35;0.07;0.33;0.09;0;0;0.01;LAB;0.497;0.058;0.402;0.042;0;0;0;0
Wiltshire South West;Andrew Murrison;10;Hertfordshire West;77969;0.24;0.32;0.16;0.16;0.09;0;0;0.02;LAB;0.578;0.326;0.045;0.05;0;0;0;0
Wimbledon;Unknown (LAB gain from CON);11;Suffolk East;68240;0.28;0.12;0.06;0.2;0.33;0;0;0.01;Green;0.084;0.579;0.305;0.031;0.001;0;0;0
Winchester;Unknown (LIB gain from CON);12;Kent South;75582;0.35;0.21;0.1;0.24;0.09;0;0;0.01;CON;0.108;0.007;0.869;0.015;0;0;0;0
Windsor;Adam Afriyie;12;Northamptonshire;75038;0.25;0.31;0.06;0.28;0.09;0;0;0.01;LAB;0.682;0.232;0.033;0.052;0;0;0;0
Wirral South;Alison McGovern;4;Somerset East and Weston;57280;0.26;0.13;0.36;0.18;0.06;0;0;0.02;LIB;0.014;0.971;0;0.015;0;0;0;0
Wirral West;Margaret Greenwood;4;Hertfordshire East;55550;0.29;0.33;0.09;0.18;0.1;0;0;0.01;LAB;0.027;0.966;0;0.006;0;0;0;0
Witham;Priti Patel;9;Black Country;70402;0.22;0.35;0.07;0.25;0.09;0;0;0.02;LAB;0.71;0.236;0.007;0.047;0;0;0;0
Witney;Robert Courts;12;Lea Valley;83845;0.14;0.39;0.08;0.14;0.18;0;0;0.07;LAB;0.508;0.207;0.232;0.052;0;0;0;0
Woking;Jonathan Lord;12;Cumbria;75454;0.2;0.12;0.45;0.17;0.06;0;0;0.01;LIB;0.364;0.271;0.315;0.049;0;0;0;0
Wokingham;Unknown (LIB gain from CON);12;Somerset East and Weston;83953;0.27;0.31;0.11;0.23;0.08;0;0;0.01;LAB;0.394;0.157;0.414;0.033;0.001;0;0;0
Wolverhampton North East;Unknown (LAB gain from CON);7;York;61660;0.34;0.26;0.09;0.21;0.1;0;0;0.01;CON;0.025;0.961;0;0.013;0;0;0;0
Wolverhampton South East;Pat McFadden;7;Cumbria;62883;0.2;0.39;0.06;0.27;0.07;0;0;0.01;LAB;0.011;0.982;0;0.007;0;0;0;0
Wolverhampton South West;Unknown (LAB gain from CON);7;Merseyside East and Warrington;60534;0.12;0.45;0.08;0.24;0.1;0;0;0.01;LAB;0.081;0.91;0;0.009;0;0;0;0
Worcester;Unknown (LAB gain from CON);7;Lancashire South;73485;0.15;0.37;0.07;0.29;0.09;0;0;0.03;LAB;0.128;0.834;0.002;0.034;0.001;0;0;0
Worcestershire Mid;Nigel Huddleston;7;Wiltshire South;78220;0.32;0.23;0.16;0.21;0.07;0;0;0.01;CON;0.81;0.142;0.008;0.039;0;0;0;0
Worcestershire West;Harriett Baldwin;7;Wiltshire South;76241;0.31;0.24;0.15;0.22;0.07;0;0;0.01;CON;0.611;0.176;0.096;0.114;0.003;0;0;0
Workington;Unknown (LAB gain from CON);4;Wimbledon and Sutton;61370;0.21;0.24;0.36;0.1;0.08;0;0;0.01;LIB;0.044;0.93;0;0.026;0;0;0;0
Worsley and Eccles South;Barbara Keeley;4;Hampshire;75219;0.26;0.11;0.41;0.13;0.07;0;0;0.01;LIB;0.005;0.983;0;0.012;0;0;0;0
Worthing East and Shoreham;Unknown (LAB gain from CON);12;Runnymede;75194;0.33;0.22;0.19;0.16;0.08;0;0;0.02;CON;0.203;0.774;0;0.022;0;0;0;0
Worthing West;Unknown (LAB gain from CON);12;Wirral and Chester North;78585;0.24;0.37;0.09;0.18;0.1;0;0;0.01;LAB;0.456;0.505;0.004;0.035;0;0;0;0
Wrekin, The;Unknown (LAB gain from CON);7;Essex North;70693;0.34;0.24;0.09;0.24;0.08;0;0;0.01;CON;0.421;0.547;0.001;0.03;0.001;0;0;0
Wycombe;Unknown (LAB gain from CON);12;Oxfordshire;78098;0.3;0.14;0.33;0.17;0.06;0;0;0.01;LIB;0.126;0.846;0.002;0.026;0;0;0;0
Wyre and Preston North;Unknown (LAB gain from CON);4;Surrey West and Aldershot;74775;0.25;0.14;0.38;0.14;0.07;0;0;0.01;LIB;0.374;0.58;0;0.045;0;0;0;0
Wyre Forest;Mark Garnier;7;Berkshire;78077;0.3;0.13;0.37;0.14;0.06;0;0;0.01;LIB;0.514;0.436;0.002;0.047;0;0;0;0
Wythenshawe and Sale East;Mike Kane;4;Wolverhampton and Walsall;76313;0.26;0.31;0.07;0.28;0.08;0;0;0.01;LAB;0;0.994;0;0.005;0;0;0;0
Yeovil;Unknown (LIB gain from CON);10;Wolverhampton and Walsall;82468;0.19;0.36;0.07;0.28;0.09;0;0;0.02;LAB;0.271;0.009;0.688;0.031;0;0;0;0
York Central;Rachael Maskell;5;Wolverhampton and Walsall;74899;0.26;0.36;0.07;0.19;0.09;0;0;0.02;LAB;0;0.994;0;0.005;0;0;0;0
York Outer;Unknown (LAB gain from CON);5;Worcestershire;74673;0.24;0.33;0.11;0.19;0.12;0;0;0.01;LAB;0.131;0.771;0.033;0.064;0;0;0;0
Yorkshire East;Unknown (LAB gain from CON);5;Worcestershire;80923;0.33;0.16;0.21;0.19;0.1;0;0;0.01;CON;0.383;0.508;0;0.108;0;0;0;0
Aberavon;Stephen Kinnock;6;Manchester North West;50750;0.17;0.37;0.07;0.26;0.11;0;0;0.02;LAB;0;0.992;0;0.007;0;0;0;0
Aberconwy;Unknown (LAB gain from CON);6;South Coast;44699;0.25;0.37;0.09;0.19;0.09;0;0;0.01;LAB;0.101;0.884;0;0.011;0;0.004;0;0
Alyn and Deeside;Mark Tami;6;South Coast;62789;0.3;0.33;0.08;0.2;0.08;0;0;0.01;LAB;0.042;0.919;0;0.038;0;0;0;0
Arfon;Hywel Williams;6;English Marches;42215;0.3;0.26;0.11;0.24;0.08;0;0;0.01;CON;0;0.091;0;0.001;0;0.908;0;0
Blaenau Gwent;Nick Smith;6;Buckinghamshire South;50739;0.26;0.33;0.11;0.16;0.09;0;0;0.04;LAB;0.001;0.973;0;0.025;0;0.001;0;0
Brecon and Radnorshire;Fay Jones;6;Worcestershire;55490;0.31;0.25;0.09;0.26;0.07;0;0;0.02;CON;0.646;0.186;0.099;0.068;0;0;0;0
Bridgend;Unknown (LAB gain from CON);6;Manchester Central and Trafford;63303;0.15;0.39;0.08;0.21;0.15;0;0;0.02;LAB;0.058;0.912;0;0.028;0;0.002;0;0
Caerphilly;Wayne David;6;Somerset East and Weston;63166;0.24;0.11;0.37;0.2;0.07;0;0;0.01;LIB;0.004;0.983;0;0.009;0;0.004;0;0
Cardiff Central;Jo Stevens;6;York;64037;0.14;0.42;0.1;0.15;0.17;0;0;0.01;LAB;0.001;0.995;0;0.004;0;0;0;0
Cardiff North;Anna McMorrin;6;York;68438;0.24;0.37;0.12;0.18;0.08;0;0;0.01;LAB;0.036;0.956;0;0.008;0;0;0;0
Cardiff South and Penarth;Stephen Doughty;6;West Glamorgan;78837;0.13;0.35;0.05;0.21;0.06;0.18;0;0.01;LAB;0.007;0.988;0;0.005;0;0;0;0
Cardiff West;Kevin Brennan;6;Clwyd;68508;0.2;0.32;0.06;0.22;0.07;0.12;0;0.01;LAB;0.004;0.989;0;0.005;0;0.001;0;0
Carmarthen East and Dinefwr;Jonathan Edwards;6;Gogledd Cymru;57419;0.21;0.27;0.05;0.16;0.06;0.23;0;0.01;LAB;0.021;0.214;0;0.009;0;0.755;0;0
Carmarthen West and Pembrokeshire South;Unknown (LAB gain from CON);6;Gwent;59158;0.17;0.37;0.06;0.1;0.08;0.21;0;0.02;LAB;0.139;0.824;0;0.031;0;0.006;0;0
Ceredigion;Ben Lake;6;Gorllewin Cymru a'r Canolbarth;56386;0.25;0.2;0.21;0.17;0.05;0.11;0;0.01;CON;0.003;0.049;0;0.018;0;0.929;0;0
Clwyd South;Unknown (LAB gain from CON);6;Cardiff and Bridgend;53919;0.19;0.32;0.05;0.2;0.07;0.16;0;0.02;LAB;0.053;0.91;0;0.03;0;0.006;0;0
Clwyd West;Unknown (LAB gain from CON);6;Gorllewin Cymru a'r Canolbarth;57714;0.2;0.21;0.05;0.17;0.05;0.31;0;0.01;NAT;0.248;0.696;0;0.036;0;0.02;0;0
Cynon Valley;Beth Winter;6;The Valleys;51134;0.15;0.29;0.06;0.2;0.06;0.23;0;0.01;LAB;0;0.983;0;0.012;0;0.004;0;0
Delyn;Unknown (LAB gain from CON);6;Cardiff and Bridgend;54560;0.13;0.32;0.13;0.14;0.12;0.15;0;0.01;LAB;0.073;0.893;0;0.033;0;0.001;0;0
Dwyfor Meirionnydd;Liz Saville Roberts;6;Cardiff and Bridgend;44362;0.2;0.35;0.07;0.14;0.08;0.15;0;0.01;LAB;0.002;0.004;0;0.003;0;0.99;0;0
Gower;Tonia Antoniazzi;6;Cardiff and Bridgend;61762;0.16;0.33;0.08;0.12;0.16;0.15;0;0.01;LAB;0.069;0.917;0;0.014;0;0;0;0
Islwyn;Chris Evans;6;Cardiff and Bridgend;55423;0.16;0.3;0.06;0.14;0.09;0.23;0;0.01;LAB;0.007;0.98;0;0.012;0;0;0;0
Llanelli;Nia Griffith;6;Gorllewin Cymru a'r Canolbarth;60518;0.14;0.15;0.11;0.14;0.05;0.39;0;0.01;NAT;0.017;0.922;0;0.016;0;0.044;0;0
Merthyr Tydfil and Rhymney;Gerald Jones;6;Clwyd;56322;0.27;0.3;0.06;0.18;0.05;0.13;0;0.01;LAB;0;0.982;0;0.015;0;0.003;0;0
Monmouth;Unknown (LAB gain from CON);6;Clwyd;67098;0.29;0.27;0.06;0.19;0.05;0.13;0;0.01;CON;0.426;0.55;0;0.023;0;0.001;0;0
Montgomeryshire;Craig Williams;6;Gogledd Cymru;48997;0.15;0.16;0.05;0.14;0.05;0.44;0;0.01;NAT;0.752;0.158;0.017;0.072;0;0;0;0
Neath;Christina Rees;6;West Glamorgan;56419;0.2;0.34;0.07;0.18;0.07;0.14;0;0.01;LAB;0.011;0.925;0;0.032;0;0.032;0;0
Newport East;Jessica Morden;6;Gorllewin Cymru a'r Canolbarth;58554;0.15;0.25;0.05;0.25;0.05;0.24;0;0.01;LAB;0.032;0.95;0;0.017;0;0;0;0
Newport West;Ruth Jones;6;The Valleys;66657;0.13;0.32;0.05;0.23;0.06;0.19;0;0.01;LAB;0.045;0.941;0;0.013;0;0;0;0
Ogmore;Chris Elmore;6;Gwent;57581;0.3;0.32;0.06;0.14;0.06;0.09;0;0.01;LAB;0.002;0.981;0;0.016;0;0.001;0;0
Pontypridd;Alex Davies-Jones;6;Gogledd Cymru;60327;0.2;0.24;0.12;0.21;0.06;0.17;0;0.01;LAB;0.014;0.968;0;0.014;0;0.004;0;0
Preseli Pembrokeshire;Unknown (LAB gain from CON);6;West Glamorgan;59606;0.14;0.31;0.07;0.23;0.07;0.18;0;0.01;LAB;0.109;0.843;0;0.037;0;0.011;0;0
Rhondda;Chris Bryant;6;Gwent;50262;0.19;0.32;0.06;0.2;0.08;0.14;0;0.01;LAB;0.001;0.991;0;0.004;0;0.003;0;0
Swansea East;Carolyn Harris;6;Gwent;58450;0.18;0.32;0.06;0.21;0.07;0.15;0;0.01;LAB;0.003;0.983;0;0.012;0;0.002;0;0
Swansea West;Geraint Davies;6;Gorllewin Cymru a'r Canolbarth;57078;0.28;0.27;0.06;0.19;0.06;0.13;0;0.01;CON;0.007;0.982;0;0.01;0;0;0;0
Torfaen;Nick Thomas-Symonds;6;The Valleys;62330;0.15;0.32;0.06;0.2;0.07;0.19;0;0.02;LAB;0.013;0.951;0;0.035;0;0.001;0;0
Vale of Clwyd;Unknown (LAB gain from CON);6;The Valleys;56649;0.12;0.34;0.05;0.24;0.06;0.19;0;0.01;LAB;0.072;0.894;0;0.031;0;0.003;0;0
Vale of Glamorgan;Unknown (LAB gain from CON);6;West Glamorgan;76508;0.14;0.3;0.1;0.18;0.09;0.18;0;0.01;LAB;0.123;0.869;0;0.008;0;0;0;0
Wrexham;Unknown (LAB gain from CON);6;Gwent;49737;0.18;0.31;0.06;0.22;0.07;0.15;0;0.01;LAB;0.085;0.884;0;0.023;0;0.007;0;0
Ynys Mon;Unknown (LAB gain from CON);6;Cardiff and Bridgend;51925;0.27;0.3;0.05;0.17;0.06;0.13;0;0.01;LAB;0.024;0.643;0;0.021;0;0.311;0;0
Aberdeen North;Kirsty Blackman;2;Clwyd;62489;0.23;0.3;0.06;0.19;0.06;0.15;0;0.01;LAB;0.001;0.274;0.001;0;0;0.723;0;0
Aberdeen South;Stephen Flynn;2;Gogledd Cymru;65719;0.27;0.2;0.04;0.14;0.04;0.3;0;0.01;NAT;0.171;0.289;0.001;0.001;0;0.537;0;0
Aberdeenshire West and Kincardine;Andrew Bowie;2;Moray and Aberdeenshire;72640;0.12;0.13;0.06;0.13;0.05;0.48;0;0.03;NAT;0.462;0.16;0.003;0;0;0.374;0;0
Airdrie and Shotts;Unknown (LAB gain from NAT);2;Moray and Aberdeenshire;64011;0.23;0.09;0.07;0.1;0.05;0.45;0;0.02;NAT;0;0.661;0;0;0;0.338;0;0
Angus;Dave Doogan;2;Moray and Aberdeenshire;63952;0.31;0;0.07;0.17;0.01;0.43;0;0;NAT;0.214;0.089;0;0;0;0.696;0;0
Argyll and Bute;Brendan O'Hara;2;Moray and Aberdeenshire;66525;0.34;0.01;0.13;0.1;0.03;0.38;0;0.01;NAT;0.178;0.236;0.011;0.002;0;0.572;0;0
Ayr Carrick and Cumnock;Allan Dorans;2;Lanarkshire;71970;0.04;0.33;0.02;0.12;0.02;0.44;0;0.03;NAT;0.226;0.358;0;0.001;0;0.414;0;0
Ayrshire Central;Philippa Whitford;2;Forth Valley;69742;0.07;0.27;0.03;0.13;0.05;0.41;0;0.05;NAT;0.1;0.369;0;0;0;0.53;0;0
Ayrshire North and Arran;Patricia Gibson;2;Heart of Scotland;73534;0.29;0.01;0.07;0.1;0.01;0.51;0;0.02;NAT;0.047;0.328;0.001;0;0;0.623;0;0
Banff and Buchan;David Duguid;2;Heart of Scotland;66655;0.13;0.17;0.05;0.12;0.01;0.48;0;0.02;NAT;0.701;0.081;0;0;0;0.218;0;0
Berwickshire, Roxburgh and Selkirk;John Lamont;2;Highlands and Islands;74518;0.19;0.04;0.17;0.1;0.01;0.46;0;0.02;NAT;0.657;0.119;0;0;0;0.223;0;0
Caithness Sutherland and Easter Ross;Jamie Stone;2;South West Scotland;46930;0.21;0.2;0.03;0.13;0.04;0.39;0;0.01;NAT;0.002;0.171;0.666;0.001;0;0.16;0;0
Coatbridge, Chryston and Bellshill;Unknown (LAB gain from NAT);2;South West Scotland;72943;0.13;0.27;0.03;0.12;0.04;0.4;0;0.02;NAT;0;0.837;0;0;0;0.163;0;0
Cumbernauld, Kilsyth and Kirkintilloch East;Stuart McDonald;2;South West Scotland;66079;0.12;0.23;0.03;0.12;0.05;0.44;0;0.01;NAT;0.001;0.481;0;0;0;0.518;0;0
Dumfries and Galloway;Alister Jack;2;Forth Valley;74580;0.06;0.3;0.05;0.12;0.05;0.39;0;0.02;NAT;0.458;0.246;0;0;0;0.296;0;0
Dumfriesshire, Clydesdale and Tweeddale;David Mundell;2;Southern Scotland;68330;0.39;0.01;0.08;0.1;0.05;0.36;0;0.01;CON;0.54;0.237;0;0;0;0.222;0;0
Dunbartonshire East;Unknown (LIB gain from NAT);2;Highlands and Islands;66075;0.03;0;0.5;0.09;0.04;0.31;0;0.02;LIB;0;0.206;0.621;0;0;0.171;0;0
Dunbartonshire West;Unknown (LAB gain from NAT);2;Lanarkshire;66517;0.03;0.31;0.02;0.11;0.05;0.47;0;0.02;NAT;0;0.663;0;0;0;0.337;0;0
Dundee East;Stewart Hosie;2;Fife;66210;0.07;0.28;0.04;0.11;0.06;0.4;0;0.04;NAT;0.005;0.221;0;0;0;0.773;0;0
Dundee West;Unknown (LAB gain from NAT);2;Lanarkshire;64431;0.04;0.28;0.03;0.11;0.06;0.47;0;0;NAT;0;0.506;0;0;0;0.494;0;0
Dunfermline and West Fife;Unknown (LAB gain from NAT);2;South West Scotland;76652;0.28;0.09;0.05;0.13;0.04;0.4;0;0.01;NAT;0.003;0.719;0;0;0;0.277;0;0
East Kilbride, Strathaven and Lesmahagow;Unknown (LAB gain from NAT);2;Southern Scotland;81224;0.33;0.07;0.07;0.12;0.05;0.35;0;0.01;NAT;0.001;0.64;0;0;0;0.358;0;0
East Lothian;Unknown (LAB gain from NAT);2;Dunbartonshire and Glasgow North;81600;0.04;0.07;0.44;0.06;0.04;0.33;0;0.01;LIB;0.009;0.919;0;0;0;0.071;0;0
Edinburgh East;Unknown (LAB gain from NAT);2;Dunbartonshire and Glasgow North;69424;0.03;0.31;0.02;0.11;0.05;0.46;0;0.01;NAT;0;0.675;0;0;0;0.325;0;0
Edinburgh North and Leith;Unknown (LAB gain from NAT);2;Heart of Scotland;81336;0.03;0.2;0.07;0.1;0.01;0.53;0;0.06;NAT;0.002;0.72;0;0;0;0.277;0;0
Edinburgh South;Ian Murray;2;Fife;66188;0.06;0.29;0.08;0.1;0.06;0.39;0;0.02;NAT;0;1;0;0;0;0;0;0
Edinburgh South West;Joanna Cherry;2;Clyde Valley;73501;0.07;0.32;0.02;0.11;0.06;0.41;0;0.02;NAT;0.009;0.419;0;0;0;0.57;0;0
Edinburgh West;Christine Jardine;2;Edinburgh;72507;0.05;0.25;0.04;0.08;0.12;0.45;0;0.01;NAT;0.001;0.167;0.758;0;0;0.074;0;0
Falkirk;Johnny McNally;2;Edinburgh;84472;0.06;0.26;0.08;0.07;0.13;0.38;0;0.02;NAT;0.014;0.21;0;0;0;0.775;0;0
Fife North East;Wendy Chamberlain;2;Edinburgh;60905;0.07;0.38;0.06;0.07;0.11;0.27;0;0.03;LAB;0;0.043;0.805;0;0;0.152;0;0
Glasgow Central;Unknown (LAB gain from NAT);2;Edinburgh;69230;0.11;0.25;0.07;0.08;0.09;0.39;0;0.01;NAT;0;0.758;0;0;0;0.242;0;0
Glasgow East;Unknown (LAB gain from NAT);2;Edinburgh;67381;0.05;0.01;0.53;0.07;0.05;0.28;0;0.01;LIB;0;0.792;0;0;0;0.208;0;0
Glasgow North;Unknown (LAB gain from NAT);2;Forth Valley;57130;0.07;0.26;0.03;0.12;0.06;0.44;0;0.03;NAT;0;0.791;0;0;0;0.209;0;0
Glasgow North East;Unknown (LAB gain from NAT);2;Fife;61075;0.03;0;0.56;0.07;0.05;0.29;0;0;LIB;0;0.887;0;0;0;0.113;0;0
Glasgow North West;Unknown (LAB gain from NAT);2;Clyde Valley;63402;0.04;0.25;0.03;0.11;0.1;0.46;0;0.02;NAT;0;0.692;0;0;0;0.307;0;0
Glasgow South;Unknown (LAB gain from NAT);2;Dunbartonshire and Glasgow North;70891;0.03;0.23;0.03;0.08;0.15;0.45;0;0.02;NAT;0;0.728;0;0;0;0.271;0;0
Glasgow South West;Unknown (LAB gain from NAT);2;Dunbartonshire and Glasgow North;64575;0.03;0.25;0.02;0.11;0.09;0.47;0;0.03;NAT;0;0.828;0;0;0;0.172;0;0
Glenrothes;Unknown (LAB gain from NAT);2;Renfrewshire and Glasgow South;65672;0.03;0.25;0.03;0.07;0.15;0.43;0;0.02;NAT;0;0.544;0;0;0;0.456;0;0
Gordon;Richard Thomson;2;Renfrewshire and Glasgow South;79629;0.03;0.25;0.03;0.1;0.1;0.48;0;0.02;NAT;0.358;0.19;0.003;0;0;0.448;0;0
Inverclyde;Unknown (LAB gain from NAT);2;Dunbartonshire and Glasgow North;60622;0.04;0.29;0.03;0.09;0.11;0.43;0;0.01;NAT;0;0.727;0;0;0;0.273;0;0
Inverness Nairn Badenoch and Strathspey;Drew Hendry;2;Fife;78059;0.05;0.25;0.05;0.14;0.02;0.5;0;0;NAT;0.052;0.265;0.001;0.002;0;0.68;0;0
Kilmarnock and Loudoun;Alan Brown;2;Moray and Aberdeenshire;74517;0.31;0.01;0.17;0.11;0.01;0.39;0;0;NAT;0.006;0.411;0;0;0;0.583;0;0
Kirkcaldy and Cowdenbeath;Unknown (LAB gain from NAT);2;Clyde Valley;72853;0.09;0.32;0.04;0.12;0.02;0.41;0;0.01;NAT;0.002;0.961;0;0;0;0.037;0;0
Lanark and Hamilton East;Unknown (LAB gain from NAT);2;Renfrewshire and Glasgow South;77659;0.06;0.3;0.03;0.1;0.05;0.44;0;0.03;NAT;0.048;0.65;0;0;0;0.302;0;0
Linlithgow and East Falkirk;Unknown (LAB gain from NAT);2;Highlands and Islands;87044;0.04;0.01;0.39;0.08;0.05;0.41;0;0.01;NAT;0.012;0.61;0;0.001;0;0.376;0;0
Livingston;Unknown (LAB gain from NAT);2;South West Scotland;82285;0.07;0.27;0.02;0.12;0.05;0.46;0;0.01;NAT;0.004;0.588;0.001;0;0;0.407;0;0
Midlothian;Unknown (LAB gain from NAT);2;Forth Valley;70544;0.07;0.24;0.05;0.13;0.05;0.45;0;0.01;NAT;0.001;0.828;0;0;0;0.171;0;0
Moray;Douglas Ross;2;Southern Scotland;71035;0.1;0.33;0.06;0.1;0.07;0.33;0;0.01;LAB;0.469;0.1;0;0;0;0.43;0;0
Motherwell and Wishaw;Unknown (LAB gain from NAT);2;Southern Scotland;68856;0.06;0.32;0.06;0.11;0.01;0.42;0;0.01;NAT;0;0.805;0;0;0;0.195;0;0
Na h-Eileanan An Iar (Western Isles);Unknown (LAB gain from NAT);2;Moray and Aberdeenshire;21106;0.29;0.02;0.09;0.11;0.05;0.44;0;0.01;NAT;0;0.721;0;0;0;0.279;0;0
Ochil and South Perthshire;John Nicolson;2;Lanarkshire;78776;0.05;0.31;0.02;0.12;0.05;0.44;0;0.01;NAT;0.207;0.199;0;0;0;0.594;0;0
Orkney and Shetland;Alistair Carmichael;2;Highlands and Islands;34211;0.04;0.33;0.03;0.08;0.01;0.32;0;0.18;LAB;0;0.086;0.861;0;0;0.053;0;0
Paisley and Renfrewshire North;Unknown (LAB gain from NAT);2;Highlands and Islands;72007;0.02;0;0.56;0.09;0.11;0.21;0;0;LIB;0.004;0.638;0;0;0;0.358;0;0
Paisley and Renfrewshire South;Unknown (LAB gain from NAT);2;Renfrewshire and Glasgow South;64385;0.06;0.3;0.03;0.11;0.05;0.44;0;0;NAT;0;0.591;0;0;0;0.408;0;0
Perth and North Perthshire;Pete Wishart;2;Renfrewshire and Glasgow South;72600;0.05;0.3;0.03;0.11;0.06;0.44;0;0.01;NAT;0.144;0.102;0;0;0;0.753;0;0
Renfrewshire East;Kirsten Oswald;2;Heart of Scotland;72232;0.28;0.03;0.08;0.09;0.01;0.49;0;0.02;NAT;0.126;0.368;0;0;0;0.506;0;0
Ross Skye and Lochaber;Ian Blackford;2;Renfrewshire and Glasgow South;54230;0.15;0.29;0.02;0.08;0.05;0.38;0;0.03;NAT;0.001;0.181;0.1;0.002;0;0.715;0;0
Rutherglen and Hamilton West;Unknown (LAB gain from NAT);2;Clyde Valley;80918;0.05;0.33;0.04;0.1;0.01;0.42;0;0.04;NAT;0;0.968;0;0;0;0.032;0;0
Stirling;Alyn Smith;2;Heart of Scotland;68473;0.17;0.19;0.05;0.1;0.06;0.43;0;0;NAT;0.07;0.153;0;0;0;0.777;0;0
Antrim East;Sammy Wilson;1;Antrim and the Lagan Valley;64830;6000;785;12927;10639;978;2214;0;3719;LIB;0.024;0.001;0.634;0.332;0;0.003;0;0.005
Antrim North;Ian Paisley;1;Antrim and the Lagan Valley;77134;8823;2663;16170;6957;0;5799;0;3641;LIB;0.102;0.001;0.81;0.05;0;0.031;0;0.005
Antrim South;Unknown (CON gain from LIB);1;Antrim and the Lagan Valley;71711;13069;1991;10731;8740;340;4996;0;3107;CON;0.571;0.003;0.275;0.13;0;0.019;0;0.002
Belfast East;Unknown (Reform gain from LIB);1;Belfast;66245;3110;0;16331;19635;357;0;0;3011;UKIP;0;0;0.291;0.709;0;0;0;0
Belfast North;John Finucane;1;Belfast;72225;0;0;16217;5620;457;23205;0;3538;NAT;0;0;0.194;0;0;0.805;0;0.001
Belfast South;Claire Hanna;1;Belfast;69984;1948;26464;6962;7408;384;123;0;4062;LAB;0;0.993;0.003;0.002;0;0;0;0.001
Belfast West;Paul Maskey;1;Belfast;65644;1614;3717;1489;4228;1715;21223;0;4796;NAT;0;0;0;0;0;0.998;0;0.001
Down North;Stephen Farry;1;Armagh and Down;67099;10878;0;0;19341;480;0;0;9945;UKIP;0.051;0;0;0.92;0;0;0;0.029
